[2026-05-09 21:03:48] [INFO    ] discord.client: logging in using static token
[2026-05-09 21:04:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-05-10T04:04:07.031000+00:00', 'pinned': False, 'nonce': '15517508407868819169', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1501466917637197897'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-05-06T06:13:29.167072+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1502883912744046714', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Populated 180 realistic year-long bev entries 🍵', 'components': [], 'channel_type': 0, 'channel_id': '564308920470863885', 'author': {'username': 'BevBot', 'public_flags': 0, 'primary_guild': None, 'id': '1501465154330689576', 'global_name': None, 'display_name_styles': None, 'discriminator': '7294', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e7720bbe41e2bdd7a28f807d5f2990fd'}, 'attachments': [], 'guild_id': '564308920470863882'}}
[2026-05-09 21:04:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-05-09 21:04:06] [DEBUG   ] discord.client: Dispatching event message
[2026-05-09 21:04:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/564308920470863885/messages with {"content":"Populated 180 realistic year-long bev entries \ud83c\udf75","components":[],"nonce":"15517508407868819169","enforce_nonce":true,"tts":false} has returned 200
[2026-05-09 21:04:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/564308920470863885/messages has received {'type': 0, 'content': 'Populated 180 realistic year-long bev entries 🍵', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-05-10T04:04:07.031000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1502883912744046714', 'channel_id': '564308920470863885', 'author': {'id': '1501465154330689576', 'username': 'BevBot', 'avatar': 'e7720bbe41e2bdd7a28f807d5f2990fd', 'discriminator': '7294', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15517508407868819169'}
[2026-05-09 21:04:07] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-05-09 21:04:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 10, 'op': 0, 'd': {'user_id': '564308219103543296', 'timestamp': 1778385859, 'member': {'user': {'username': 'breadbit', 'public_flags': 256, 'primary_guild': {'tag': 'ONCE', 'identity_guild_id': '138194444645040128', 'identity_enabled': True, 'badge': '6ff5c5d46d825598bf0cb00b5f056b1f'}, 'id': '564308219103543296', 'global_name': 'bread', 'display_name_styles': None, 'display_name': 'bread', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9698e32246a0d76a8429b9b953193a29'}, 'roles': ['892204326074847262'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2019-04-07T04:42:11.002000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '564308920470863885', 'guild_id': '564308920470863882'}}
[2026-05-09 21:04:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-05-09 21:04:19] [DEBUG   ] discord.client: Dispatching event typing
[2026-05-09 21:04:19] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-05-09 21:04:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-05-10T04:04:20.470000+00:00', 'pinned': False, 'nonce': '1502883968335216640', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['892204326074847262'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2019-04-07T04:42:11.002000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1502883969111293993', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!bevreport', 'components': [], 'channel_type': 0, 'channel_id': '564308920470863885', 'author': {'username': 'breadbit', 'public_flags': 256, 'primary_guild': {'tag': 'ONCE', 'identity_guild_id': '138194444645040128', 'identity_enabled': True, 'badge': '6ff5c5d46d825598bf0cb00b5f056b1f'}, 'id': '564308219103543296', 'global_name': 'bread', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'ONCE', 'identity_guild_id': '138194444645040128', 'identity_enabled': True, 'badge': '6ff5c5d46d825598bf0cb00b5f056b1f'}, 'avatar_decoration_data': None, 'avatar': '9698e32246a0d76a8429b9b953193a29'}, 'attachments': [], 'guild_id': '564308920470863882'}}
[2026-05-09 21:04:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-05-09 21:04:20] [DEBUG   ] discord.client: Dispatching event message
[2026-05-09 21:04:20] [DEBUG   ] discord.client: Dispatching event command
[2026-05-09 21:04:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-05-10T04:04:20.870000+00:00', 'pinned': False, 'nonce': '13847124160854560050', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1501466917637197897'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-05-06T06:13:29.167072+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1502883970789146644', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '564308920470863885', 'author': {'username': 'BevBot', 'public_flags': 0, 'primary_guild': None, 'id': '1501465154330689576', 'global_name': None, 'display_name_styles': None, 'discriminator': '7294', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e7720bbe41e2bdd7a28f807d5f2990fd'}, 'attachments': [{'url': 'https://cdn.discordapp.com/attachments/564308920470863885/1502883970520580117/bevreport_2026.pdf?ex=6a015544&is=6a0003c4&hm=5084c03bd194a91ef386a594781b4c2b15c1fdb443409f87d8e2cb25a7c4346d&', 'size': 5202, 'proxy_url': 'https://media.discordapp.net/attachments/564308920470863885/1502883970520580117/bevreport_2026.pdf?ex=6a015544&is=6a0003c4&hm=5084c03bd194a91ef386a594781b4c2b15c1fdb443409f87d8e2cb25a7c4346d&', 'id': '1502883970520580117', 'filename': 'bevreport_2026.pdf', 'content_type': 'application/pdf', 'content_scan_version': 0}], 'guild_id': '564308920470863882'}}
[2026-05-09 21:04:20] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-05-09 21:04:20] [DEBUG   ] discord.client: Dispatching event message
[2026-05-09 21:04:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/564308920470863885/messages with <aiohttp.formdata.FormData object at 0x000001F048AC0AD0> has returned 200
[2026-05-09 21:04:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/564308920470863885/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [{'id': '1502883970520580117', 'filename': 'bevreport_2026.pdf', 'size': 5202, 'url': 'https://cdn.discordapp.com/attachments/564308920470863885/1502883970520580117/bevreport_2026.pdf?ex=6a015544&is=6a0003c4&hm=5084c03bd194a91ef386a594781b4c2b15c1fdb443409f87d8e2cb25a7c4346d&', 'proxy_url': 'https://media.discordapp.net/attachments/564308920470863885/1502883970520580117/bevreport_2026.pdf?ex=6a015544&is=6a0003c4&hm=5084c03bd194a91ef386a594781b4c2b15c1fdb443409f87d8e2cb25a7c4346d&', 'content_type': 'application/pdf', 'content_scan_version': 0}], 'embeds': [], 'timestamp': '2026-05-10T04:04:20.870000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1502883970789146644', 'channel_id': '564308920470863885', 'author': {'id': '1501465154330689576', 'username': 'BevBot', 'avatar': 'e7720bbe41e2bdd7a28f807d5f2990fd', 'discriminator': '7294', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '13847124160854560050'}
[2026-05-09 21:04:21] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-05-09 21:04:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2026-05-09 21:04:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
